"DistrictID","DistrictName","DistrictClassification","SchoolYear","TeacherSalary","TeacherFTE","RecapturePaid"
228903,"TRINITY ISD","NON-METROPOLITAN STABLE","2003-04",3052526,88.2107,0
228904,"CENTERVILLE ISD","RURAL","2003-04",626248,19.0015,0
228905,"APPLE SPRINGS ISD","RURAL","2003-04",792661,24.0028,0
229901,"COLMESNEIL ISD","RURAL","2003-04",1749126,52.4054,0
229903,"WOODVILLE ISD","NON-METROPOLITAN STABLE","2003-04",3945472,106.3398,0
229904,"WARREN ISD","NON-METROPOLITAN STABLE","2003-04",3051906,82.7602,0
229905,"SPURGER ISD","RURAL","2003-04",1442089,41.1001,0
229906,"CHESTER ISD","RURAL","2003-04",726995,20.3572,0
230901,"BIG SANDY ISD","NON-METROPOLITAN STABLE","2003-04",2023662,56.8448,0
230902,"GILMER ISD","OTHER CENTRAL CITY SUBURBAN","2003-04",6506734,174.1214,0
230903,"ORE CITY ISD","NON-METROPOLITAN STABLE","2003-04",2506859,70.7184,0
230904,"UNION HILL ISD","RURAL","2003-04",950908,28.9995,0
230905,"HARMONY ISD","INDEPENDENT TOWN","2003-04",3085268,85.4261,0
230906,"NEW DIANA ISD","OTHER CENTRAL CITY SUBURBAN","2003-04",2418196,68.8335,0
230908,"UNION GROVE ISD","NON-METROPOLITAN STABLE","2003-04",1996439,54.4117,0
231901,"MCCAMEY ISD","RURAL","2003-04",1752890,41.4842,5614966
231902,"RANKIN ISD","RURAL","2003-04",1082375,25.6957,3308602
232801,"GABRIEL TAFOLLA ACADEMY","CHARTER SCHOOL DISTRICTS","2003-04",283957,10.2385,0
232901,"KNIPPA ISD","RURAL","2003-04",673055,18.375,0
232902,"SABINAL ISD","RURAL","2003-04",1736753,48.4896,0
232903,"UVALDE CISD","INDEPENDENT TOWN","2003-04",12899546,365.2643,0
232904,"UTOPIA ISD","RURAL","2003-04",666309,18.6673,0
233801,"EAGLE ACADEMY OF DEL RIO","CHARTER SCHOOL DISTRICTS","2003-04",178500,6,0
233901,"SAN FELIPE-DEL RIO CISD","INDEPENDENT TOWN","2003-04",24248604,573.7372,0
233903,"COMSTOCK ISD","RURAL","2003-04",603769,16.6845,357742
234801,"RANCH ACADEMY","CHARTER SCHOOL DISTRICTS","2003-04",219526,5.8822,0
234902,"CANTON ISD","NON-METROPOLITAN STABLE","2003-04",4757359,125.0687,0
234903,"EDGEWOOD ISD","NON-METROPOLITAN STABLE","2003-04",2611807,71.7017,0
234904,"GRAND SALINE ISD","NON-METROPOLITAN STABLE","2003-04",2831874,80.6115,0
234905,"MARTINS MILL ISD","NON-METROPOLITAN FAST GROWING","2003-04",1356054,39.7361,0
234906,"VAN ISD","OTHER CENTRAL CITY SUBURBAN","2003-04",5750880,155.3407,0
234907,"WILLS POINT ISD","INDEPENDENT TOWN","2003-04",7075386,174.3855,0
234909,"FRUITVALE ISD","NON-METROPOLITAN FAST GROWING","2003-04",1085324,35.1748,0
235801,"OUTREACH ACADEMY","CHARTER SCHOOL DISTRICTS","2003-04",283067,10.6783,0
235901,"BLOOMINGTON ISD","NON-METROPOLITAN STABLE","2003-04",2787658,74.2346,0
235902,"VICTORIA ISD","INDEPENDENT TOWN","2003-04",36686720,969.7149,0
235904,"NURSERY ISD","RURAL","2003-04",311030,8.0429,111389
236801,"RAVEN SCHOOL","CHARTER SCHOOL DISTRICTS","2003-04",597669,16.6264,0
236901,"NEW WAVERLY ISD","NON-METROPOLITAN STABLE","2003-04",2498024,67.7095,0
236902,"HUNTSVILLE ISD","INDEPENDENT TOWN","2003-04",15897502,430.6323,0
237902,"HEMPSTEAD ISD","NON-METROPOLITAN STABLE","2003-04",3670148,103.679,0
237904,"WALLER ISD","INDEPENDENT TOWN","2003-04",12760630,318.0248,0
237905,"ROYAL ISD","OTHER CENTRAL CITY SUBURBAN","2003-04",4713964,126.8773,0
238902,"MONAHANS-WICKETT-PYOTE ISD","OTHER CENTRAL CITY SUBURBAN","2003-04",5426074,142.323,0
238904,"GRANDFALLS-ROYALTY ISD","RURAL","2003-04",593250,17.2514,0
239901,"BRENHAM ISD","INDEPENDENT TOWN","2003-04",13685907,351.3132,0
239903,"BURTON ISD","RURAL","2003-04",1385381,36.6164,0
240801,"GATEWAY ACADEMY CHARTER DISTRICT","CHARTER SCHOOL DISTRICTS","2003-04",317990,13.0008,0
240802,"EAGLE ACADEMY OF LAREDO","CHARTER SCHOOL DISTRICTS","2003-04",253150,10.6,0
240901,"LAREDO ISD","OTHER CENTRAL CITY","2003-04",64898229,1552.5514,0
240902,"MIRANDO CITY ISD","RURAL","2003-04",209653,5.9998,722419
240903,"UNITED ISD","OTHER CENTRAL CITY","2003-04",75795414,1953.1822,0
240904,"WEBB CISD","RURAL","2003-04",2215164,46.2523,5312943
241901,"BOLING ISD","NON-METROPOLITAN STABLE","2003-04",2579863,68.9298,0
241902,"EAST BERNARD ISD","NON-METROPOLITAN STABLE","2003-04",2828053,72.3345,0
241903,"EL CAMPO ISD","INDEPENDENT TOWN","2003-04",10218309,250.1748,0
241904,"WHARTON ISD","INDEPENDENT TOWN","2003-04",7211300,180.9161,0
241906,"LOUISE ISD","RURAL","2003-04",1507278,39.8245,0
242902,"SHAMROCK ISD","RURAL","2003-04",1504105,39.636,0
242903,"WHEELER ISD","RURAL","2003-04",1038012,28.0025,0
242905,"KELTON ISD","RURAL","2003-04",316733,8.9999,523524
242906,"FORT ELLIOTT CISD","RURAL","2003-04",764315,19.6965,3333670
243801,"BRIGHT IDEAS CHARTER","CHARTER SCHOOL DISTRICTS","2003-04",236147,10.528,0
243901,"BURKBURNETT ISD","OTHER CENTRAL CITY SUBURBAN","2003-04",9837719,278.8762,0
243902,"ELECTRA ISD","RURAL","2003-04",1770682,50.4153,0
243903,"IOWA PARK CISD","OTHER CENTRAL CITY SUBURBAN","2003-04",4258213,118.1846,0
243905,"WICHITA FALLS ISD","OTHER CENTRAL CITY","2003-04",43098763,1112.9848,0
243906,"CITY VIEW ISD","OTHER CENTRAL CITY SUBURBAN","2003-04",2540597,77.0699,0
244901,"HARROLD ISD","RURAL","2003-04",444616,12.9997,0
244903,"VERNON ISD","NON-METROPOLITAN STABLE","2003-04",6674088,177.6359,0
244905,"NORTHSIDE ISD","RURAL","2003-04",605521,17.4959,0
245801,"CHILDREN OF THE SUN CHARTER","CHARTER SCHOOL DISTRICTS","2003-04",108264,3.9974,0
245901,"LASARA ISD","RURAL","2003-04",915329,23.8938,0
245902,"LYFORD CISD","NON-METROPOLITAN STABLE","2003-04",4208554,108.5951,0
245903,"RAYMONDVILLE ISD","OTHER CENTRAL CITY SUBURBAN","2003-04",6561269,171.3395,0
245904,"SAN PERLITA ISD","RURAL","2003-04",750000,20.7701,0
246902,"FLORENCE ISD","NON-METROPOLITAN STABLE","2003-04",2654965,73.8445,0
246904,"GEORGETOWN ISD","OTHER CENTRAL CITY","2003-04",25342505,667.8889,0
246905,"GRANGER ISD","RURAL","2003-04",1340138,41.2243,0
246906,"HUTTO ISD","OTHER CENTRAL CITY SUBURBAN","2003-04",5345796,137.2791,0
246907,"JARRELL ISD","RURAL","2003-04",2132328,57.6593,0
246908,"LIBERTY HILL ISD","OTHER CENTRAL CITY SUBURBAN","2003-04",4692355,131.8106,0
246909,"ROUND ROCK ISD","MAJOR SUBURBAN","2003-04",95320357,2344.3,11808809
246911,"TAYLOR ISD","OTHER CENTRAL CITY SUBURBAN","2003-04",7876049,213.3459,0
246912,"THRALL ISD","RURAL","2003-04",1532956,40.7458,0
246913,"LEANDER ISD","MAJOR SUBURBAN","2003-04",47119180,1216.3772,0
246914,"COUPLAND ISD","RURAL","2003-04",431592,13,0
247901,"FLORESVILLE ISD","INDEPENDENT TOWN","2003-04",9256713,249.5,0
247903,"LA VERNIA ISD","NON-METROPOLITAN FAST GROWING","2003-04",6114756,154.5039,0
247904,"POTH ISD","NON-METROPOLITAN STABLE","2003-04",2111768,55.6346,0
247906,"STOCKDALE ISD","NON-METROPOLITAN STABLE","2003-04",2264845,64.5503,0
248901,"KERMIT ISD","OTHER CENTRAL CITY SUBURBAN","2003-04",3840153,101.6601,0
248902,"WINK-LOVING ISD","RURAL","2003-04",1615252,37.8205,1620973
249901,"ALVORD ISD","NON-METROPOLITAN FAST GROWING","2003-04",2094348,56.2196,0
249902,"BOYD ISD","NON-METROPOLITAN STABLE","2003-04",3124698,86.004,0
249903,"BRIDGEPORT ISD","INDEPENDENT TOWN","2003-04",5655598,146.6597,0
249904,"CHICO ISD","RURAL","2003-04",2194855,55.74,0
249905,"DECATUR ISD","INDEPENDENT TOWN","2003-04",7645480,207.5269,0
249906,"PARADISE ISD","NON-METROPOLITAN STABLE","2003-04",2801779,75.9624,0
249908,"SLIDELL ISD","RURAL","2003-04",796898,25.9992,0
250902,"HAWKINS ISD","NON-METROPOLITAN STABLE","2003-04",2351174,62.0765,0
250903,"MINEOLA ISD","INDEPENDENT TOWN","2003-04",4424626,112.9462,0
250904,"QUITMAN ISD","INDEPENDENT TOWN","2003-04",3442277,91.8064,0
250905,"YANTIS ISD","RURAL","2003-04",984776,31.5965,0
250906,"ALBA-GOLDEN ISD","NON-METROPOLITAN STABLE","2003-04",2235236,65.071,0
250907,"WINNSBORO ISD","INDEPENDENT TOWN","2003-04",3893742,105.8288,0
251901,"DENVER CITY ISD","NON-METROPOLITAN STABLE","2003-04",3600646,92.1744,8643648
251902,"PLAINS ISD","RURAL","2003-04",2240876,51.1197,2370983
252901,"GRAHAM ISD","NON-METROPOLITAN STABLE","2003-04",6273817,168.9672,0
252902,"NEWCASTLE ISD","RURAL","2003-04",594376,17.347,0
252903,"OLNEY ISD","NON-METROPOLITAN STABLE","2003-04",2636147,71.4823,0
253901,"ZAPATA COUNTY ISD","OTHER CENTRAL CITY SUBURBAN","2003-04",9030779,245.3962,5084754
254901,"CRYSTAL CITY ISD","NON-METROPOLITAN STABLE","2003-04",4825745,125.942,0
254902,"LA PRYOR ISD","RURAL","2003-04",1679559,39.7154,0
1902,"CAYUGA ISD","RURAL","2004-05",1759294,50.6073,0
1903,"ELKHART ISD","NON-METROPOLITAN STABLE","2004-05",3347622,96.3615,0
1904,"FRANKSTON ISD","NON-METROPOLITAN STABLE","2004-05",2477815,69.5026,0
1906,"NECHES ISD","RURAL","2004-05",901700,25.0007,0
1907,"PALESTINE ISD","INDEPENDENT TOWN","2004-05",8662562,249.3098,0
1908,"WESTWOOD ISD","NON-METROPOLITAN STABLE","2004-05",4199892,117.6424,0
1909,"SLOCUM ISD","RURAL","2004-05",1331750,35.4992,0
2901,"ANDREWS ISD","OTHER CENTRAL CITY SUBURBAN","2004-05",9139003,208.8979,10107270
3801,"PINEYWOODS COMMUNITY ACADEMY","CHARTER SCHOOL DISTRICTS","2004-05",539172,19.7935,0
3902,"HUDSON ISD","NON-METROPOLITAN STABLE","2004-05",5720668,160.5531,0
3903,"LUFKIN ISD","INDEPENDENT TOWN","2004-05",22474697,594.7074,0
3904,"HUNTINGTON ISD","NON-METROPOLITAN STABLE","2004-05",4240147,116.1153,0
3905,"DIBOLL ISD","NON-METROPOLITAN STABLE","2004-05",5401452,145.63,0
3906,"ZAVALLA ISD","RURAL","2004-05",1174427,34.1596,0
3907,"CENTRAL ISD","NON-METROPOLITAN STABLE","2004-05",4419094,118.375,0
4901,"ARANSAS COUNTY ISD","NON-METROPOLITAN STABLE","2004-05",8948270,231.9087,946221
5901,"ARCHER CITY ISD","RURAL","2004-05",1731699,50.5204,0
5902,"HOLLIDAY ISD","OTHER CENTRAL CITY SUBURBAN","2004-05",2409175,68.6466,0
5903,"MEGARGEL ISD","RURAL","2004-05",325761,10.2624,0
5904,"WINDTHORST ISD","NON-METROPOLITAN FAST GROWING","2004-05",1224673,34.056,0
6902,"CLAUDE ISD","RURAL","2004-05",1375098,38.9696,0
7901,"CHARLOTTE ISD","RURAL","2004-05",1492000,37.742,0
7902,"JOURDANTON ISD","NON-METROPOLITAN STABLE","2004-05",3690248,95.3646,0
7904,"LYTLE ISD","NON-METROPOLITAN STABLE","2004-05",3582817,98.6877,0
7905,"PLEASANTON ISD","INDEPENDENT TOWN","2004-05",9790511,256.6765,0
7906,"POTEET ISD","NON-METROPOLITAN STABLE","2004-05",4438478,123.8862,0
8901,"BELLVILLE ISD","INDEPENDENT TOWN","2004-05",6206118,156.9841,0
8902,"SEALY ISD","OTHER CENTRAL CITY SUBURBAN","2004-05",7788288,186.6089,0
8903,"BRAZOS ISD","OTHER CENTRAL CITY SUBURBAN","2004-05",2928203,72.5168,0
9901,"MULESHOE ISD","NON-METROPOLITAN STABLE","2004-05",4362903,120.0827,0
10901,"MEDINA ISD","RURAL","2004-05",1265819,37.2365,0
10902,"BANDERA ISD","MAJOR SUBURBAN","2004-05",7366424,197.0321,0
11901,"BASTROP ISD","INDEPENDENT TOWN","2004-05",21030042,512.4964,0
11902,"ELGIN ISD","NON-METROPOLITAN STABLE","2004-05",8635577,212.9704,0
11904,"SMITHVILLE ISD","NON-METROPOLITAN STABLE","2004-05",5201353,136.8435,0
11905,"MCDADE ISD","RURAL","2004-05",744956,21.1195,0
12901,"SEYMOUR ISD","RURAL","2004-05",2084534,58.6088,0
13801,"ST MARY'S ACADEMY CHARTER SCHOOL","CHARTER SCHOOL DISTRICTS","2004-05",508666,15.9399,0
13901,"BEEVILLE ISD","INDEPENDENT TOWN","2004-05",9683397,243.2931,0
13902,"PAWNEE ISD","RURAL","2004-05",534452,13.3606,513986
13903,"PETTUS ISD","RURAL","2004-05",1286042,36.3095,0
13905,"SKIDMORE-TYNAN ISD","RURAL","2004-05",1937921,52.6182,0
14801,"RICHARD MILBURN ALTER HIGH SCHOOL","CHARTER SCHOOL DISTRICTS","2004-05",298251,7.9831,0
14802,"TRANSFORMATIVE CHARTER ACADEMY","CHARTER SCHOOL DISTRICTS","2004-05",82219,3.5,0
14803,"PRIORITY CHARTER SCHOOLS","CHARTER SCHOOL DISTRICTS","2004-05",175811,7.8946,0
14804,"ORENDA CHARTER SCHOOL","CHARTER SCHOOL DISTRICTS","2004-05",218898,4.752,0
14901,"ACADEMY ISD","NON-METROPOLITAN STABLE","2004-05",3056348,78.9349,0
14902,"BARTLETT ISD","RURAL","2004-05",1328111,40.9651,0
14903,"BELTON ISD","OTHER CENTRAL CITY SUBURBAN","2004-05",18011374,480.9119,0
14905,"HOLLAND ISD","RURAL","2004-05",1582125,43.0066,0
14906,"KILLEEN ISD","OTHER CENTRAL CITY","2004-05",99034074,2456.7646,0
14907,"ROGERS ISD","NON-METROPOLITAN STABLE","2004-05",2478953,69.136,0
14908,"SALADO ISD","OTHER CENTRAL CITY SUBURBAN","2004-05",2960453,83.1661,0
14909,"TEMPLE ISD","OTHER CENTRAL CITY SUBURBAN","2004-05",22093783,586.4711,0
14910,"TROY ISD","NON-METROPOLITAN STABLE","2004-05",3293692,94.1918,0
15801,"POR VIDA ACADEMY","CHARTER SCHOOL DISTRICTS","2004-05",716839,24.8692,0
15802,"GEORGE GERVIN ACADEMY","CHARTER SCHOOL DISTRICTS","2004-05",570877,21.0682,0
15803,"HIGGS CARTER KING GIFTED & TALENTE","CHARTER SCHOOL DISTRICTS","2004-05",371041,12.4194,0
15805,"NEW FRONTIERS CHARTER SCHOOL","CHARTER SCHOOL DISTRICTS","2004-05",1576841,40.9995,0
15806,"SCHOOL OF EXCELLENCE IN EDUCATION","CHARTER SCHOOL DISTRICTS","2004-05",2978968,105.8361,0
15807,"SOUTHWEST PREPARATORY SCHOOL","CHARTER SCHOOL DISTRICTS","2004-05",1253253,36.4336,0
15808,"JOHN H WOOD JR PUBLIC CHARTER DIST","CHARTER SCHOOL DISTRICTS","2004-05",903009,26,0
15809,"BEXAR COUNTY ACADEMY","CHARTER SCHOOL DISTRICTS","2004-05",699300,27,0
15810,"CAREER PLUS LEARNING ACADEMY","CHARTER SCHOOL DISTRICTS","2004-05",105455,4.0095,0
15811,"LA ESCUELA DE LAS AMERICAS","CHARTER SCHOOL DISTRICTS","2004-05",266982,8,0
15812,"GEORGE I SANCHEZ CHARTER HS SAN AN","CHARTER SCHOOL DISTRICTS","2004-05",279945,9.3019,0
15813,"GUARDIAN ANGEL PERFORMANCE ARTS AC","CHARTER SCHOOL DISTRICTS","2004-05",82998,4.8877,0
15814,"POSITIVE SOLUTIONS CHARTER SCHOOL","CHARTER SCHOOL DISTRICTS","2004-05",318961,12.716,0
15815,"HERITAGE ACADEMY","CHARTER SCHOOL DISTRICTS","2004-05",535768,20.0015,0
15816,"ACADEMY OF CAREERS AND TECHNOLOGIE","CHARTER SCHOOL DISTRICTS","2004-05",194000,8.7008,0
15817,"SAN ANTONIO CAN HIGH SCHOOL","CHARTER SCHOOL DISTRICTS","2004-05",698742,20.8401,0
15818,"EAGLE ACADEMY OF SAN ANTONIO","CHARTER SCHOOL DISTRICTS","2004-05",310721,10,0
15819,"SHEKINAH RADIANCE ACADEMY","CHARTER SCHOOL DISTRICTS","2004-05",830512,29.0003,0
15820,"SAN ANTONIO SCHOOL FOR INQUIRY & C","CHARTER SCHOOL DISTRICTS","2004-05",366003,14,0
15822,"JUBILEE ACADEMIC CENTER","CHARTER SCHOOL DISTRICTS","2004-05",975548,38.1469,0
15823,"SAN ANTONIO TECHNOLOGY ACADEMY","CHARTER SCHOOL DISTRICTS","2004-05",244011,9.0002,0
15824,"SAN ANTONIO PREPARATORY ACADEMY","CHARTER SCHOOL DISTRICTS","2004-05",313725,11.8788,0
15825,"LIGHTHOUSE CHARTER SCHOOL","CHARTER SCHOOL DISTRICTS","2004-05",343770,11.9844,0
15826,"KIPP SAN ANTONIO","CHARTER SCHOOL DISTRICTS","2004-05",453360,9.627,0
15901,"ALAMO HEIGHTS ISD","MAJOR SUBURBAN","2004-05",12775072,275.041,24053911
15904,"HARLANDALE ISD","MAJOR SUBURBAN","2004-05",39152574,950.2656,0
15905,"EDGEWOOD ISD","MAJOR SUBURBAN","2004-05",27296913,657.6055,0
15906,"RANDOLPH FIELD ISD","NON-METROPOLITAN STABLE","2004-05",4327392,89.001,0
15907,"SAN ANTONIO ISD","MAJOR URBAN","2004-05",165051331,3517.1714,0
15908,"SOUTH SAN ANTONIO ISD","MAJOR SUBURBAN","2004-05",28651232,655.704,0
15909,"SOMERSET ISD","NON-METROPOLITAN FAST GROWING","2004-05",8999058,224.0779,0
15910,"NORTH EAST ISD","MAJOR URBAN","2004-05",175065586,3800.7293,0
15911,"EAST CENTRAL ISD","MAJOR SUBURBAN","2004-05",21732272,499.6037,0
15912,"SOUTHWEST ISD","MAJOR SUBURBAN","2004-05",26876114,646.4092,0
15913,"LACKLAND ISD","NON-METROPOLITAN STABLE","2004-05",3823295,82.4954,0
15914,"FT SAM HOUSTON ISD","NON-METROPOLITAN STABLE","2004-05",5187610,105.9793,0
15915,"NORTHSIDE ISD","MAJOR URBAN","2004-05",197770781,4792.4067,0
15916,"JUDSON ISD","MAJOR SUBURBAN","2004-05",52861163,1255.4805,0
15917,"SOUTHSIDE ISD","MAJOR SUBURBAN","2004-05",12127721,308.3763,0
16901,"JOHNSON CITY ISD","RURAL","2004-05",2458702,60.9053,0
16902,"BLANCO ISD","NON-METROPOLITAN STABLE","2004-05",3259992,87.3642,0
17901,"BORDEN COUNTY ISD","RURAL","2004-05",830174,19.0706,1667331
18901,"CLIFTON ISD","NON-METROPOLITAN STABLE","2004-05",3063727,84.8648,0
18902,"MERIDIAN ISD","RURAL","2004-05",1638692,45.3347,0
18903,"MORGAN ISD","RURAL","2004-05",486824,14.1086,0
18904,"VALLEY MILLS ISD","NON-METROPOLITAN FAST GROWING","2004-05",1649422,43.7195,0
18905,"WALNUT SPRINGS ISD","RURAL","2004-05",563993,18.6027,0
18906,"IREDELL ISD","RURAL","2004-05",550572,16.8255,0
18907,"KOPPERL ISD","RURAL","2004-05",920511,27.0028,0
18908,"CRANFILLS GAP ISD","RURAL","2004-05",429647,13.6035,0
19901,"DEKALB ISD","NON-METROPOLITAN STABLE","2004-05",2774884,74.0023,0
19902,"HOOKS ISD","NON-METROPOLITAN STABLE","2004-05",3021265,83.5198,0
19903,"MAUD ISD","RURAL","2004-05",1316321,36.9991,0
19905,"NEW BOSTON ISD","NON-METROPOLITAN STABLE","2004-05",4391486,121.3252,0
19906,"REDWATER ISD","NON-METROPOLITAN STABLE","2004-05",3177515,91.5245,0
19907,"TEXARKANA ISD","INDEPENDENT TOWN","2004-05",13855133,392.2771,0
19908,"LIBERTY-EYLAU ISD","NON-METROPOLITAN STABLE","2004-05",7264118,208.5909,0
19909,"SIMMS ISD","RURAL","2004-05",1639967,46.8676,0
19910,"MALTA ISD","RURAL","2004-05",403004,11.9999,0
19911,"RED LICK ISD","RURAL","2004-05",886914,24.0004,0
19912,"PLEASANT GROVE ISD","NON-METROPOLITAN STABLE","2004-05",5400284,145.5673,0
19913,"HUBBARD ISD","RURAL","2004-05",264361,8.1186,0
19914,"LEARY ISD","RURAL","2004-05",387123,11.9998,0
20901,"ALVIN ISD","MAJOR SUBURBAN","2004-05",34924440,826.9911,0
20902,"ANGLETON ISD","OTHER CENTRAL CITY SUBURBAN","2004-05",16294030,388.6032,0
20904,"DANBURY ISD","NON-METROPOLITAN STABLE","2004-05",2317118,55.066,0
20905,"BRAZOSPORT ISD","OTHER CENTRAL CITY","2004-05",35430936,814.8241,15289073
20906,"SWEENY ISD","OTHER CENTRAL CITY SUBURBAN","2004-05",5899023,134.5865,10224640
20907,"COLUMBIA-BRAZORIA ISD","OTHER CENTRAL CITY SUBURBAN","2004-05",8527637,205.5015,0
20908,"PEARLAND ISD","MAJOR SUBURBAN","2004-05",35277147,857.7112,0
20910,"DAMON ISD","RURAL","2004-05",505041,13.3025,0
21802,"EAGLE ACADEMY OF BRYAN","CHARTER SCHOOL DISTRICTS","2004-05",152000,5,0
21803,"BRAZOS SCHOOL FOR INQUIRY & CREATI","CHARTER SCHOOL DISTRICTS","2004-05",627788,21.6373,0
21901,"COLLEGE STATION ISD","OTHER CENTRAL CITY SUBURBAN","2004-05",20818169,513.4863,6226253
21902,"BRYAN ISD","OTHER CENTRAL CITY","2004-05",36601195,973.3747,0
22004,"TERLINGUA CSD","RURAL","2004-05",647140,17.983,0
22901,"ALPINE ISD","NON-METROPOLITAN STABLE","2004-05",3176180,87.0925,0
22902,"MARATHON ISD","RURAL","2004-05",421879,14.1082,0
22903,"SAN VICENTE ISD","RURAL","2004-05",188695,4.9997,0
23902,"SILVERTON ISD","RURAL","2004-05",772554,21.5646,0
24801,"ENCINO SCHOOL","CHARTER SCHOOL DISTRICTS","2004-05",132775,3.9999,0
24901,"BROOKS COUNTY ISD","OTHER CENTRAL CITY SUBURBAN","2004-05",4740929,127.8005,0
25901,"BANGS ISD","NON-METROPOLITAN STABLE","2004-05",3229487,90.9919,0
25902,"BROWNWOOD ISD","INDEPENDENT TOWN","2004-05",9650403,267.6824,0
25904,"BLANKET ISD","RURAL","2004-05",760679,22.8261,0
25905,"MAY ISD","RURAL","2004-05",730092,21.9993,0
25906,"ZEPHYR ISD","RURAL","2004-05",674693,18.749,0
25908,"BROOKESMITH ISD","RURAL","2004-05",619086,17.3467,0
25909,"EARLY ISD","NON-METROPOLITAN STABLE","2004-05",4061668,109.5138,0
26901,"CALDWELL ISD","OTHER CENTRAL CITY SUBURBAN","2004-05",5111481,139.5501,0
26902,"SOMERVILLE ISD","RURAL","2004-05",2156809,61.7533,0
26903,"SNOOK ISD","RURAL","2004-05",1790722,49.5743,0
27903,"BURNET CISD","OTHER CENTRAL CITY SUBURBAN","2004-05",7746387,205.5202,0
27904,"MARBLE FALLS ISD","INDEPENDENT TOWN","2004-05",10834227,272.8234,1771362
28902,"LOCKHART ISD","OTHER CENTRAL CITY SUBURBAN","2004-05",11994528,306.956,0
28903,"LULING ISD","INDEPENDENT TOWN","2004-05",4453891,116.2536,0
28906,"PRAIRIE LEA ISD","RURAL","2004-05",745094,20.513,0
29901,"CALHOUN COUNTY ISD","NON-METROPOLITAN STABLE","2004-05",10171958,270.356,25978907
30901,"CROSS PLAINS ISD","RURAL","2004-05",1213633,34.1067,0
30902,"CLYDE CISD","OTHER CENTRAL CITY SUBURBAN","2004-05",4562605,124.9189,0
30903,"BAIRD ISD","RURAL","2004-05",1239766,37.5594,0
30906,"EULA ISD","RURAL","2004-05",1707600,47.8981,0
31802,"EAGLE ACADEMY OF BROWNSVILLE","CHARTER SCHOOL DISTRICTS","2004-05",266947,8.5,0
31901,"BROWNSVILLE ISD","OTHER CENTRAL CITY","2004-05",120014993,2951.9561,0
31903,"HARLINGEN CISD","OTHER CENTRAL CITY SUBURBAN","2004-05",42712908,1039.2049,0
31905,"LA FERIA ISD","NON-METROPOLITAN STABLE","2004-05",8490773,203.4819,0
31906,"LOS FRESNOS CISD","OTHER CENTRAL CITY SUBURBAN","2004-05",19911672,513.7987,0
31909,"POINT ISABEL ISD","OTHER CENTRAL CITY SUBURBAN","2004-05",6852899,169.5862,9545041
31911,"RIO HONDO ISD","NON-METROPOLITAN STABLE","2004-05",5684476,140.9954,0
31912,"SAN BENITO CISD","OTHER CENTRAL CITY SUBURBAN","2004-05",24779525,602.5741,0
31913,"SANTA MARIA ISD","NON-METROPOLITAN FAST GROWING","2004-05",2022501,53.7346,0
31914,"SANTA ROSA ISD","NON-METROPOLITAN STABLE","2004-05",3354680,81.823,0
31916,"SOUTH TEXAS ISD","NON-METROPOLITAN STABLE","2004-05",7780197,166.0705,0
32902,"PITTSBURG ISD","NON-METROPOLITAN STABLE","2004-05",6287644,171.0803,0
33901,"GROOM ISD","RURAL","2004-05",515263,14.9987,0
33902,"PANHANDLE ISD","NON-METROPOLITAN STABLE","2004-05",2341271,60.5406,0
33904,"WHITE DEER ISD","RURAL","2004-05",1212900,31.9513,1274768
34901,"ATLANTA ISD","INDEPENDENT TOWN","2004-05",5413455,151.6142,0
34902,"AVINGER ISD","RURAL","2004-05",701690,19.5279,0
34903,"HUGHES SPRINGS ISD","NON-METROPOLITAN STABLE","2004-05",3121943,81.9362,0
34905,"LINDEN-KILDARE CISD","NON-METROPOLITAN STABLE","2004-05",2854060,76.2225,0
34906,"MCLEOD ISD","RURAL","2004-05",1350843,39.2792,0
34907,"QUEEN CITY ISD","NON-METROPOLITAN STABLE","2004-05",3256143,89.9747,0
34908,"MARIETTA ISD","RURAL","2004-05",211897,6.9997,0
34909,"BLOOMBURG ISD","RURAL","2004-05",676244,21.2743,0
35901,"DIMMITT ISD","OTHER CENTRAL CITY SUBURBAN","2004-05",3777159,106.058,0
35902,"HART ISD","RURAL","2004-05",1117267,31.6248,0
35903,"NAZARETH ISD","RURAL","2004-05",790569,21.8554,0
36901,"ANAHUAC ISD","NON-METROPOLITAN STABLE","2004-05",3303134,90.6964,0
36902,"BARBERS HILL ISD","INDEPENDENT TOWN","2004-05",9953418,221.3417,10107998
36903,"EAST CHAMBERS ISD","NON-METROPOLITAN STABLE","2004-05",3358621,90.0032,0
37901,"ALTO ISD","RURAL","2004-05",2266763,66.0033,0
37904,"JACKSONVILLE ISD","INDEPENDENT TOWN","2004-05",11287295,340.4333,0
37907,"RUSK ISD","NON-METROPOLITAN STABLE","2004-05",5027909,148.9483,0
37908,"NEW SUMMERFIELD ISD","RURAL","2004-05",1243273,38.2954,0
37909,"WELLS ISD","RURAL","2004-05",944324,28.248,0
38901,"CHILDRESS ISD","NON-METROPOLITAN STABLE","2004-05",3489638,94.4826,0
39901,"BYERS ISD","RURAL","2004-05",523341,14.0001,0
39902,"HENRIETTA ISD","OTHER CENTRAL CITY SUBURBAN","2004-05",3253929,84.7422,0
39903,"PETROLIA CISD","RURAL","2004-05",1341863,40.5127,0
39904,"BELLEVUE ISD","RURAL","2004-05",686426,18.309,0
